Idtram,Tramite,Secretaria,Dependencia,Domicilio,TraPersona,Tiempo_en_minutos,N_FORMATOS_FINAL,CONTEO_NETO,nivel_digitalizacion,TraResolucionesFavorables,TraResolucionesNegativas,Porcentaje_Efectividad,TraCosto,visitas_totales,Visitas RUTS,Indice_Esfuerzo_A
11075.0,Corredor Artesanal,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,1,4,1,0,0,0.0,0,2871.0670103092784,3305.4179357022,-1.5050690864317848
11158.0,Impuesto sobre Tenencia y Refrendo Vehicular (transporte público),Secretaría de Hacienda,Secretaría de Hacienda,Calle 801 Canutillo 42075 Pachuca De Soto Pachuca De Soto,Ambos,1440.0,3,8,9,37376,0,100.0,1,2871.0670103092784,566.0,6.628576688715351
11163.0,Constancia de estudios UTMIR,Secretaría de Educación Pública,Universidad Tecnológica de Mineral de la Reforma,Calle 1000 Paseos de Chavarría 42186 Pachuquilla Mineral De La Reforma,Social,4320.0,0,0,3,203,0,100.0,1,2871.0670103092784,54.0,0.5198201782463457
11212.0,Asesoría en Materia de Mantenimiento y Conservación de Parques Industriales,Secretaría de Desarrollo Económico,Corporación de Fomento de Infraestructura Industrial,Carretera S/N Las Colonias 42083 Pachuca De Soto Pachuca De Soto,Empresarial,22864.51619047619,0,0,1,0,0,0.0,0,2871.0670103092784,4.0,-1.5718278704123347
11213.0,"Inscripción de la disolución, liquidación y de ambas cuando consten en un solo documento. (Registro Público de la Propiedad y del Comercio, personas morales)",Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,22864.51619047619,1,2,1,47334,0,100.0,1,2871.0670103092784,12.0,-1.517270182546748
11219.0,Acciones en materia de transversalidad de la perspectiva de género,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,Empresarial,4320.0,1,0,1,40,0,100.0,0,2871.0670103092784,3305.4179357022,-1.4932572503549393
11220.0,Acciones en materia de protección de los derechos humanos de las mujeres,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,4320.0,0,0,1,3373,0,100.0,0,2871.0670103092784,3305.4179357022,-1.4908884302406504
11221.0,Apoyos asistenciales otorgados a mujeres,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,4320.0,1,3,1,162,0,100.0,0,2871.0670103092784,6.0,-1.4414115472838103
11222.0,Apoyos económicos para el bienestar físico de las mujeres,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,1440.0,1,4,1,370,0,100.0,0,2871.0670103092784,5.0,-1.4115595913015264
11224.0,"Apoyos económicos para niñas y adolescentes embarazadas, madres o con plan de restitución de derechos",Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,4320.0,2,3,1,200,3,98.52216749,0,2871.0670103092784,6.0,-1.443780367398099
11301.0,Levantamiento topográfico.,Secretaría de Educación Pública,Instituto Hidalguense de Infraestructura Física Educativa,Avenida 1500 Fraccionamiento Constitución 42080 Pachuca De Soto Pachuca De Soto,Social,21600.0,1,1,1,6,0,100.0,1,2871.0670103092784,3305.4179357022,-1.529032973150217
11316.0,Constancia de estudios UTT,Secretaría de Educación Pública,Universidad Tecnológica de Tulancingo,Calle 301 Las Presas 43645 Tulancingo De Bravo Tulancingo De Bravo,Social,22864.51619047619,0,0,1,2040,0,100.0,1,2871.0670103092784,0.0,-1.5494651644798785
11218.0,Constancia de Estudios UTSH,Secretaría de Educación Pública,Universidad Tecnológica de la Sierra Hidalguense,Carretera Km. 100 Zacualtipán 43200 Zacualtipán De Ángeles Zacualtipán De Ángeles,Social,22864.51619047619,0,1,1,606,0,100.0,1,2871.0670103092784,2.0,-1.5321832634561692
11008.0,Verificación energética en centros de carga eléctrica con tarifa empresarial menor a 100 kW.,Secretaría de Desarrollo Económico,Agencia Estatal de Energía de Hidalgo,Boulevard 222 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,Empresarial,28800.0,1,3,1,0,0,0.0,1,2871.0670103092784,89.0,-1.525894308499233
442.0,"Talleres, Pláticas y Conferencias sobre Habilidades de vida para Niñas, Niños y Adolescentes",Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Boulevard s/n Periodistas 42060 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,0,2,1,1274,0,100.0,0,878.0,537.0,-1.5372640683649152
10928.0,Pago de multa por incomparecencia del patrón en el procedimiento de conciliación,Secretaría de Trabajo y Previsión Social,Centro de Conciliación Laboral del Estado de Hidalgo,Avenida 394 La Concepción 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Ambos,22864.51619047619,0,0,1,690,0,100.0,1,2871.0670103092784,3305.4179357022,-1.5494651644798785
5061.0,"Por cada foja digitalizada, archivo informático y disco óptico que se utilice para entregar los documentos a que se refieren las fracciones I a III",Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42000 Pachuca De Soto Pachuca De Soto,Ambos,22864.51619047619,1,1,1,47334,0,100.0,1,468.0,182.0,-1.534552083570458
8275.0,Certificado de Estudios UPH,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,Calle S/N Tepoxtequito 43000 Huejutla De Reyes Huejutla De Reyes,Social,2880.0,0,1,2,125,0,100.0,1,103.0,3305.4179357022,-0.4507858445279274
6893.0,Constancia de Estudios UPMH,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,Social,180.0,0,1,9,1348,0,100.0,1,1236.0,402.0,6.520209240936624
6896.0,Reposición de la Credencial de la UPMH por pérdida,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,Social,4320.0,0,1,9,548,0,100.0,1,1187.0,165.0,6.502139786933675
7441.0,Reposición de credencial ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero El Saucillo Huichapan, Hgo. 42411 Huichapan Huichapan",Social,1440.0,0,1,1,8,0,100.0,1,400.0,3305.4179357022,-1.4386737683259105
7536.0,Publicación de Artículo en Congreso ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle S/N El Saucillo 42411 Huichapan Huichapan,Social,125280.0,0,3,1,8,0,100.0,1,175.0,169.0,-1.944622329497173
773.0,Inspección Vehicular para Unidades Autorizadas por el Sistema de Transporte Convencional,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,Social,30.0,1,4,2,0,0,0.0,1,344.0,3305.4179357022,-0.38886984468499836
10977.0,Quejas administrativas en contra de las y los Notarios Públicos durante el ejercicio de su función,Secretaría de Gobierno,Dirección General del Archivo General de Notarías,Calle 517 Centro 42000 Pachuca De Soto Pachuca De Soto,Ambos,22864.51619047619,0,0,1,0,0,0.0,0,2871.0670103092784,37.0,-1.5718278704123347
973.0,Cotejo de documentos no autentificados que deben destinarse al apéndice (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600.0,1,2,7,47334,0,100.0,1,457.0,147.0,4.453286635537112
7500.0,Constancia Escolar UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,Calle 1000 El 61 42830 Tula De Allende Tula De Allende,Social,10.0,0,1,1,975,0,100.0,1,390.0,267.0,-1.4324323868707851
8267.0,Trámite de Equivalencia de Estudios UPH,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,Calle S/N Tepoxtequito 43000 Huejutla De Reyes Huejutla De Reyes,Social,86400.0,1,3,2,7,0,100.0,1,85.0,3305.4179357022,-0.783122456393443
1004.0,"Inscripción de convenios para fraccionar, lotificar o subdividir un predio (zonas urbanas, residenciales e industriales). (Registro Público de la Propiedad y del Comercio)",Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600.0,1,4,7,47334,0,100.0,1,2308.0,1733.0,4.487850437584532
1005.0,Inscripción de créditos refaccionarios de habilitación o avío agrícola. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600.0,1,1,7,47334,0,100.0,1,391.0,212.0,4.436004734513402
820.0,"Reposición de Placas por robo, Extravío o Robo de Unidades Autorizadas por el Sistema de Transporte Convencional",Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,Social,30.0,1,4,2,0,0,0.0,1,14026.0,3305.4179357022,-0.38886984468499836
8479.0,Reporte Ciudadano en Materia de Protección Civil,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,Avenida 903 Revolución 42060 Pachuca De Soto Pachuca De Soto,Ambos,28800.0,0,0,1,0,0,0.0,0,82.0,334.0,-1.5977338973885296
7349.0,Ingreso a Casa de Día del Sistema DIF Hidalgo,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 102 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,0,4,1,1566,0,100.0,0,875.0,4668.0,-1.5027002663174962
497.0,Préstamos prendarios,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 104 El Palmar 42030 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,0,1,1,1318,0,100.0,0,1305.0,686.0,-1.5545459693886252
1650.0,Historial Académico UTMIR,Secretaría de Educación Pública,Universidad Tecnológica de Mineral de la Reforma,Calle 1000 Paseos de Chavarría 42186 Pachuquilla Mineral De La Reforma,Social,4320.0,0,1,3,19,0,100.0,1,570.0,161.0,0.5371020792700555
10607.0,"Proceso y trámite de Adopción de Niñas, Niños y Adolescentes",Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 118 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,0,0,1,7231,0,100.0,0,2871.0670103092784,3305.4179357022,-1.5718278704123347
11059.0,Por si las Lluvias,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,Social,10.0,1,2,2,0,0,0.0,0,2871.0670103092784,199.0,-0.44570906061655063
1702.0,Alta Provisional de Albacea de la Concesión del Servicio Público,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Calle 205 Sistema de Transporte Convencional 42083 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,1,7,1,0,0,0.0,1,660.0,3305.4179357022,-1.4308606774281991
5205.0,Consejería en Salud Sexual y Reproductiva para Mujeres Jóvenes,Secretaría de Gobierno,Ciudad de las Mujeres,Calle Sin número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,Social,50.0,0,0,1,181,0,100.0,0,327.0,3305.4179357022,-1.472251577923598
1655.0,Ortofoto a color escala 1:1000 derivado de vuelo con Dron.,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,Social,4320.0,1,3,1,0,0,0.0,1,1122.0,258.0,-1.4190488413513538
1658.0,Dictaminación de Avalúos (Catastral),Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,Social,12960.0,1,8,1,0,0,0.0,1,1614.0,548.0,-1.3703495011085274
1551.0,"Copia de plano de la localidad, 60x90 cms (Catastral)",Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,Social,4320.0,1,2,1,0,0,0.0,1,1556.0,910.0,-1.4363307423750633
1685.0,Concesiones y Permisos de Servicios Auxiliares y Conexos Autorizados por el Sistema de Transporte Convencional,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Sistema de Transporte Convencional 42083 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,1,11,1,0,0,0.0,1,396.0,3305.4179357022,-1.361733073333361
10521.0,Historial Académico UPFIM,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicio Conocido 42660 Tepatepec Francisco I. Madero,Social,480.0,0,1,1,200,0,100.0,1,2871.0670103092784,3305.4179357022,-1.4344837500063858
1703.0,Extinción de Permisos de Servicio Privado y Complementario de Transporte de Personas y Bienes,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,1,2,1,0,0,0.0,1,158.0,3305.4179357022,-1.517270182546748
7469.0,Transferencia por Sentencia de Adjudicación de la Concesión del Servicio de Transporte Público,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,1,10,1,0,0,0.0,1,159.0,3305.4179357022,-1.3790149743570712
5343.0,Atención Temporal a Niñas y Niños acompañantes de usuarias,Secretaría de Gobierno,Ciudad de las Mujeres,Calle S/N Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,Social,22864.51619047619,4,0,1,5492,0,100.0,0,301.0,3305.4179357022,-1.5813031508694897
1192.0,"Aviso de Previsiones de Compra Venta de Estupefacientes para Farmacias, Droguerías y Boticas",Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,20.0,0,1,1,37,0,100.0,0,660.0,3305.4179357022,-1.4548387388274036
7566.0,Examen General de Egreso de la Licenciatura (ITSOEH)-IngenierÍas,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 2000 Mixquiahuala Tula km 2.5 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Social,4320.0,0,2,1,353,0,100.0,1,402.0,298.0,-1.433961922260775
7577.0,Proceso de Incubación (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 0 Cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Ambos,43200.0,0,0,1,0,0,0.0,1,381.0,119.0,-1.638221466248943
7554.0,Protocolo de Titulación a Nivel Licenciatura (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 0 Cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Social,4320.0,0,4,1,378,0,100.0,1,371.0,187.0,-1.3993981202133554
7578.0,Cuota por Servicio de Extensión y Educación continua (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 0 cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Ambos,43200.0,0,0,1,2539,0,100.0,1,362.0,161.0,-1.638221466248943
9858.0,Curso de Idiomas (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Calle 2000 Cinta Larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Social,10080.0,0,1,1,3767,0,100.0,1,32.0,378.0,-1.4763839332016326
447.0,Expedición de Constancias de No inhabilitación,Secretaría de Contraloría,Secretaría de Controlaría,Calle 301 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,Social,2880.0,1,0,1,3,1,75.0,1,82122.0,94109.0,-1.4646095169431956
9958.0,Curso de Asignatura de 120 horas o más,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 2000 Mixquiahuala de Juárez 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Social,4320.0,0,1,1,54,0,100.0,1,2.0,3305.4179357022,-1.4512438232844846
8746.0,Permiso Sanitario para Traslado de Cadáveres o Restos Áridos Fuera del Territorio Estatal,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,20.0,1,1,1,576,0,100.0,1,511.0,3305.4179357022,-1.4348448530092361
1596.0,Aprobación del Plan de Manejo de Residuos de Manejo Especial.,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo Lopez Mateos 42094 Pachuca De Soto Pachuca De Soto,Ambos,86400.0,2,1,2,20,18,52.63157895,1,2230.0,1529.0,-0.8200550785551509
6664.0,Autorización para la Operación de sitios de Disposición Final para Residuos Provenientes de la Construcción,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 43094 Pachuca De Soto Pachuca De Soto,Social,43200.0,1,1,1,30,25,54.54545455,0,1110.0,3305.4179357022,-1.6456710912719785
1476.0,Autorización para Prestar Servicios de Seguridad Privada en el Estado.,Secretaría de Seguridad Pública,Secretaría de Seguridad Pública,Boulevard S/N Fraccionamiento Colosio II 42039 Pachuca De Soto Pachuca De Soto,Ambos,14400.0,12,11,1,91,46,66.42335766,1,4222.0,3305.4179357022,-1.3508458467738629
481.0,Consulta externa de pediatría y especialidades en el Hospital del Niño DIF Hidalgo,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Boulevard S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,0,1,1,31900,0,100.0,0,14386.0,29439.0,-1.5545459693886252
876.0,Inicio de Carpetas de Investigación Presencial,Procuraduría General de Justicia,Procuraduría General de Justicia,Calle S/N Centro Civico 42083 Pachuca De Soto Pachuca De Soto,Ambos,120.0,0,0,1,0,0,0.0,0,17369.0,3305.4179357022,-1.47255710009273
986.0,Certificado de Inscripción (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Rio de las Avenidas 42094 Pachuca De Soto Pachuca De Soto,Ambos,8640.0,2,1,7,47334,0,100.0,1,26672.0,24431.0,4.4902011617126965
825.0,Pago de Derechos Anuales de las Unidades Autorizadas por el Sistema de Transporte Convencional,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 La Colonia 42083 Pachuca De Soto Pachuca De Soto,Social,30.0,1,2,2,0,0,0.0,1,254.0,3305.4179357022,-0.4234336467324175
332.0,Inscripción en el Padrón de Proveedores (Persona Física),Secretaría de Contraloría,Secretaría de Controlaría,"Carretera 0 Venta Prieta, Ex Centro Minero 42083 Pachuca De Soto Pachuca De Soto",Empresarial,22864.51619047619,0,0,1,0,0,0.0,0,14526.0,29440.0,-1.5718278704123347
1175.0,Registro Estatal de Consultores en Materia de Protección Civil,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,Calle 115 Revolución 42060 Pachuca De Soto Pachuca De Soto,Ambos,43200.0,0,0,1,0,0,0.0,1,3398.0,2033.0,-1.638221466248943
1168.0,Por la supervisión y emisión de opiniones técnicas de factibilidad de usos de suelo de impacto significativo,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,Calle 115 Revolución 42060 Pachuca De Soto Pachuca De Soto,Ambos,43200.0,0,0,1,0,0,0.0,1,4372.0,1375.0,-1.638221466248943
1608.0,Pago de bases Licitaciones Públicas Estatales,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard Ex Centro Minero Edificio 2B Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Empresarial,10.0,1,1,1,1148,0,100.0,1,2479.0,1646.0,-1.4348012069850737
1166.0,"Por la supervisión y la emisión de opiniones técnicas de establecimientos comerciales, industriales, de espectáculos públicos y de servicios instalados o que pretendan instalarse en el territorio del Estado",Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,Calle 115 Revolución 42090 Pachuca De Soto Pachuca De Soto,Ambos,43200.0,0,0,1,0,0,0.0,1,1317.0,224.0,-1.638221466248943
1409.0,Inscripción nivel licenciatura UPH,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,Calle s/n Tepoxtequito 0 Huejutla De Reyes Huejutla De Reyes,Social,30.0,1,3,2,373,0,100.0,1,210.0,3305.4179357022,-0.4061517457087081
1693.0,Préstamo de documentos históricos,Oficialía Mayor,Oficialía Mayor,Calle 807 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,30.0,0,0,1,302,0,100.0,0,832.0,740.0,-1.4721642858752746
761.0,Atención Ciudadana y Recepción de Quejas o Denuncias en contra de Servidores Públicos de la PGJH,Procuraduría General de Justicia,Procuraduría General de Justicia,Boulevard 511 Valle de San Javier 42083 Pachuca De Soto Pachuca De Soto,Ambos,60.0,0,2,1,0,0,0.0,0,5690.0,3305.4179357022,-1.4377314219003403
1590.0,Por la Expedición y Entrega de un ejemplar del Periódico Oficial.,Secretaría de Gobierno,Secretaría de Gobierno,Calle 517 Centro 42000 Pachuca De Soto Pachuca De Soto,Ambos,22864.51619047619,0,0,9,50,0,100.0,1,912.0,294.0,6.403918445738282
384.0,Inscripción en el Padrón de Proveedores (Persona Moral),Secretaría de Contraloría,Secretaría de Controlaría,"Carretera 0 Venta Prieta, Ex Centro Minero 42083 Pachuca De Soto Pachuca De Soto",Social,22864.51619047619,0,0,1,0,0,0.0,0,37600.0,44520.0,-1.5718278704123347
800.0,Certificación de Copias Expedidas por el Sistema de Transporte Convencional,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,1,2,1,0,0,0.0,1,241.0,3305.4179357022,-1.517270182546748
804.0,Transferencia de Concesión del Servicio de Transporte Público,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Sistema de Transporte Convencional 42083 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,1,8,1,0,0,0.0,1,223.0,3305.4179357022,-1.4135787764044898
810.0,Sustitución Vehicular de Unidades Autorizadas por el Sistema de Transporte Convencional,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Sistema de Transporte Convencional 42083 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,1,9,1,0,0,0.0,1,425.0,3305.4179357022,-1.3962968753807803
822.0,Autorización de Cambio de Número de Motor para las Unidades Autorizadas por el Sistema de Transporte Convencional,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Sistema de Transporte Convencional 42083 Pachuca De Soto Pachuca De Soto,Social,22864.51619047619,1,3,1,0,0,0.0,1,197.0,3305.4179357022,-1.4999882815230385
971.0,Cancelación de Actos Jurídicos (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600.0,1,2,7,47334,0,100.0,1,595.0,1321.0,4.453286635537112
976.0,Depósito de Testamento Ológrafo (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,22864.51619047619,1,2,1,47334,0,100.0,1,1022.0,879.0,-1.517270182546748
980.0,Devolución de un documento sin inscripción por causas no imputables al Registro Público de la Propiedad.,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42084 Pachuca De Soto Pachuca De Soto,Ambos,7200.0,0,1,7,47334,0,100.0,1,1549.0,285.0,4.501223829420563
987.0,Certificado de no Inscripción (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,8640.0,2,6,7,47334,0,100.0,1,683.0,2793.0,4.576610666831245
992.0,Inscripción de accesión de construcciones (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600.0,1,7,7,47334,0,100.0,1,312.0,165.0,4.53969614065566
996.0,Inscripción de actas de asamblea de socios o juntas de administradores (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600.0,1,2,7,47334,0,100.0,1,550.0,1474.0,4.453286635537112
998.0,Inscripción de apeo o deslinde. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600.0,1,3,7,47334,0,100.0,1,1178.0,3760.0,4.470568536560822
1000.0,Inscripción de aportaciones de bienes inmuebles. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,22864.51619047619,1,6,1,47334,0,100.0,1,450.0,396.0,-1.4481425784519093
1002.0,Inscripción de compra-venta a plazos con reserva de dominio. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600.0,1,7,7,47334,0,100.0,1,473.0,352.0,4.53969614065566
1006.0,Inscripción de cualquier clase de testamento. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600.0,1,3,7,47334,0,100.0,1,1611.0,3847.0,4.470568536560822
1007.0,Inscripción de cualquier otro título registrable conforme a la Ley. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600.0,1,2,7,47334,0,100.0,1,456.0,109.0,4.453286635537112
1009.0,Inscripción de disolución de la sociedad conyugal en lo referente a bienes inmuebles. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600.0,1,1,7,47334,0,100.0,1,470.0,923.0,4.436004734513402
1010.0,Inscripción de división de copropiedad. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600.0,1,6,7,47334,0,100.0,1,357.0,526.0,4.522414239631951
1011.0,Inscripción de documentos de valor determinado referente a sociedades de producción rural. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600.0,1,2,7,47334,0,100.0,1,500.0,165.0,4.453286635537112
