Tramite,Secretaria,Dependencia,Tiempo_en_minutos,CONTEO_NETO,N_FORMATOS_FINAL,nivel_digitalizacion,costo,cluster,indice_z
Inscripción de división de copropiedad. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,6.0,1.0,Nivel 3.5,1.0,3,0.18165616453905925
Inscripción de documentos de valor determinado referente a sociedades de producción rural. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,Nivel 3.5,1.0,3,-0.05316919990551239
"Inscripción de emisión de obligaciones, acciones, cédula y certificado de participación.. (Registro Público de la Propiedad y del Comercio)",Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,Nivel 3.5,1.0,3,-0.05316919990551239
Inscripción de fusión de sociedades. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,Nivel 3.5,1.0,3,-0.05316919990551239
Inscripción de informaciones posesorías. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,4.0,1.0,Nivel 3.5,1.0,3,0.18165616453905925
Inscripción de la autorización para vender o gravar bienes de menores o incapaces. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,Nivel 3.5,1.0,3,-0.05316919990551239
Inscripción de la cancelación de créditos otorgados por Instituciones de crédito. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,3.0,1.0,Nivel 3.5,1.0,3,-0.05316919990551239
Inscripción de la modificación al Acta Constitutiva que no implique aumento de capital. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,Nivel 3.5,1.0,3,-0.05316919990551239
Inscripción de limitaciones o gravámenes a la propiedad de inmuebles. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,Nivel 3.5,1.0,3,-0.05316919990551239
Inscripción de operaciones que limiten o graven bienes muebles. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,Nivel 3.5,1.0,3,-0.05316919990551239
Inscripción de poderes. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,Nivel 3.5,1.0,3,-0.05316919990551239
Inscripción de providencias precautorias de carácter mercantil. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,Nivel 3.5,1.0,3,-0.05316919990551239
Inscripción de resoluciones de información Ad'perpetuam. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,5.0,1.0,Nivel 3.5,1.0,3,0.18165616453905925
Inscripción de revocación o renuncia de poderes. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,Nivel 3.5,1.0,3,-0.05316919990551239
Inscripción de suspensión de pagos o declaración de concursos. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,,1.0,2,0.35786617626972306
Inscripción de todas las operaciones que impliquen transmisión de propiedad. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,6.0,1.0,,1.0,2,0.5926915407142948
Inscripción del auto de ejecución de embargo. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,3.0,1.0,,1.0,2,0.35786617626972306
Inscripción por asociación en participación. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,3.0,1.0,,1.0,2,0.35786617626972306
Inscripción por Repudio de Herencia. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,,1.0,2,0.35786617626972306
Registro de Perito,Secretaría de Educación Pública,Secretaría de Educación Pública,4320.0,5.0,2.0,Nivel 2,1.0,0,0.9197133321621388
Atención a Personas que Acuden a Realizar Donación de Sangre,Secretaría de Salud,Secretaría de Salud,180.0,4.0,0.0,Nivel 1,0.0,1,-0.013859372140822047
"Por la supervisión y emisión de opiniones técnicas diversas relacionadas con Gas L.P., estaciones de carburación, bodega y derivados del Petróleo",Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,43200.0,0.0,0.0,Nivel 1,1.0,2,0.21732142494414095
"Solicitud de Licencia Sanitaria para Farmacias, o Boticas con Venta de Medicamentos Controlados",Secretaría de Salud,Secretaría de Salud,86400.0,2.0,0.0,Nivel 1,1.0,2,0.3798231747883136
Autorización de Campañas o Jornadas Médicas para Prestación de Servicios de Salud.,Secretaría de Salud,Secretaría de Salud,21600.0,2.0,3.0,Nivel 1,0.0,0,0.7441191053159752
Autenticación y Registro de Certificados de Estudios de nivel licenciatura y posgrado,Secretaría de Educación Pública,Secretaría de Educación Pública,7200.0,13.0,1.0,Nivel 1,1.0,2,1.1126712516506174
Solicitud de Visita de Verificación de Medicamentos que Sean o Contengan Estupefacientes Modalidad A. Destrucción.,Secretaría de Salud,Secretaría de Salud,43200.0,3.0,0.0,Nivel 1,1.0,2,0.3353696061645056
Reinscripción nivel licenciatura UPH,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,30.0,1.0,1.0,Nivel 2,1.0,2,-0.28527936969911866
Exámen de Ingreso a nivel licenciatura UPH,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,1440.0,2.0,1.0,,1.0,2,0.1598327212032885
Levantamiento Topográficos de Predios (Catastral),Secretaría de Hacienda,Instituto Catastral,5760.0,3.0,1.0,Nivel 1,1.0,2,0.24446677587561982
Prorroga de Trámite Modalidad Autorización de Fraccionamiento,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,25.0,9.0,1.0,Nivel 1,1.0,2,0.38674199810379595
Cancelación de Derecho de Tanto,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,30.0,2.0,1.0,,1.0,2,-0.04979250957154395
Proyecto de Lotificación,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,30.0,3.0,1.0,,1.0,2,-0.04979250957154395
Cambio de Nombre en la Tarjeta de Circulación por Conclusión de la Transferencia de los Derechos de la Concesión de Transporte Público,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,1440.0,2.0,1.0,Nivel 2,0.0,1,-0.3934021022140525
Asignación o Cambio de Cromática y Asignación de Clave Mnemotécnica,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,30.0,3.0,1.0,Nivel 2,1.0,2,-0.167231188478754
Transferencia por Designación de Persona Beneficiaria de la Concesión del Servicio Transporte Público,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,30.0,11.0,1.0,,1.0,2,0.8041031011125888
Copias certificadas de pagos de Control Vehicular,Secretaría de Hacienda,Secretaría de Hacienda,28800.0,1.0,1.0,,1.0,2,0.2582674588168405
Inscripción de actos cuando se presenten en documentos separados. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,,1.0,2,0.35786617626972306
Constancia de estudios UTVAM,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,2880.0,2.0,0.0,Nivel 4.3,1.0,3,-0.6260360344294589
Centro Asistencial La Casita,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,0.0,0.0,Nivel 1,0.0,1,-0.4609610010030646
Pago de Créditos Fiscales derivado de multas estatales no fiscales,Secretaría de Hacienda,Secretaría de Hacienda,15.0,1.0,1.0,,0.0,1,-0.6339023092838401
Orientación en materia fiscal,Secretaría de Hacienda,Secretaría de Hacienda,129600.0,1.0,1.0,,0.0,1,0.04800187766509985
Reposición por Robo o Extravìo del Tarjetón para Personas Conductoras del Tuzobús,Secretaría de Movilidad y Transporte,Sistema de Transporte Masivo de Hidalgo,1440.0,4.0,1.0,Nivel 1,1.0,2,0.3359387461942551
Credencial Institucional (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,7200.0,2.0,0.0,,1.0,2,0.30926492339783734
Reposición de Credencial UPH,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,30.0,1.0,0.0,Nivel 2,1.0,2,-0.2935094267213711
Trámite para titulación UPE,Secretaría de Educación Pública,Universidad Politécnica de la Energía,5760.0,5.0,0.0,,1.0,2,0.529781422751544
Constancia de terminación de estadía UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,4320.0,11.0,3.0,Nivel 2,0.0,0,1.466168820284311
Designación de Persona Beneficiaria de la Concesión del Servicio de Transporte Público,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,30.0,2.0,1.0,,1.0,2,-0.04979250957154395
Inscripción a la UICEH,Secretaría de Educación Pública,Universidad Intercultural del Estado de Hidalgo,90.0,5.0,0.0,Nivel 1,1.0,2,0.18714760156861576
Reinscripción a la UICEH,Secretaría de Educación Pública,Universidad Intercultural del Estado de Hidalgo,75.0,2.0,1.0,Nivel 1,1.0,2,-0.050999919899879086
Expedición de Tarifario,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,30.0,2.0,1.0,Nivel 2,1.0,2,-0.167231188478754
Por informe de aviso de testamento,Secretaría de Gobierno,Dirección General del Archivo General de Notarías,1440.0,0.0,1.0,,1.0,2,0.041784539982923884
Trámite de pista para aterrizaje,Secretaría de Seguridad Pública,Secretaría de Seguridad Pública,10.0,0.0,0.0,Nivel 1,1.0,2,-0.2890861561388597
Trámite de pernocta,Secretaría de Seguridad Pública,Secretaría de Seguridad Pública,10.0,4.0,1.0,Nivel 1,1.0,2,0.07201744654832899
Casa de la mujer indígena,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),1440.0,2.0,1.0,,0.0,1,-0.2759634233068424
INSCRIPCIÓN O ANOTACIÓN QUE NO MODIFICA EL DERECHO INSCRITO. (REGISTRO PÚBLICO DE LA PROPIEDAD Y DEL COMERCIO),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,,1.0,2,0.35786617626972306
"Expedición de Copias Certificadas en Libros (del año 2015 y Años Anteriores), e Impresión de Folios a partir del año 2015 (Registro Público de la Propiedad y del Comercio)",Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,7200.0,1.0,2.0,Nivel 3.5,1.0,0,0.3059984496417352
Visita al museo de documentos históricos,Oficialía Mayor,Oficialía Mayor,60.0,0.0,0.0,Nivel 1,0.0,1,-0.6271747733465252
Inscripción de fusión de predios. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,3.0,1.0,Nivel 3.5,1.0,3,-0.05316919990551239
Inscripción de inmatriculación. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,7.0,1.0,Nivel 3.5,1.0,3,0.44121255620635547
Inscripción del régimen de propiedad en condominio. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,4.0,1.0,,1.0,2,0.5926915407142948
Atención a Solicitudes de Componentes de la Sangre para la Atención de Pacientes,Secretaría de Salud,Secretaría de Salud,90.0,3.0,1.0,Nivel 1,1.0,2,-0.039447705853703406
Levantamiento Topográfico de poligonales (Catastral),Secretaría de Hacienda,Instituto Catastral,4320.0,4.0,1.0,Nivel 1,1.0,2,0.4608456449984983
